Me identifico;Tengo;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Nivel de estudios alcanzado;Estado;¿Contribuís a proyectos open source?;¿Programás como hobbie?;Lenguajes de programación;Bases de datos;¿Qué SO usás en tu laptop/PC para trabajar?;¿Y en tu celular?;Tipo de contrato;Salario mensual BRUTO (en tu moneda local);Salario mensual NETO (en tu moneda local);¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Orientación sexual;Cantidad de empleados;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;¿A cuántos kilómetros de tu casa queda la oficina?
Hombre;32;13;0;0;3;Universitario;Incompleto;No;No;;MSSQL;Windows;Android;Full-Time;63000;52000;4;3;Heterosexual;101-200;10;10;23
Hombre;40;12;0;10;0;Universitario;Incompleto;No;Sí;.NET, C#, Java, Kotlin, R, SQL;SQLite;Mac OS X;Android;Full-Time;90000;65000;2;1;Heterosexual;51-100;8;8;3
Hombre;30;5;4;0;4;Universitario;Completado;Sí;Sí;C, C++, Java, Matlab, Python;;Linux;Android;Full-Time;50000;70000;2;2;Heterosexual;11-50;7;5;3
Hombre;34;8;8;8;0;Universitario;En curso;No;Sí;;;Windows;Android;Full-Time;25000;20000;1;1;Heterosexual;501-1000;2;8;30
Otros;38;10;10;5;20;Universitario;Completado;No;No;ABAP;MSSQL, MySQL;Windows;Android;Full-Time;50000;35000;1;1;Heterosexual;10001+;5;5;20
Hombre;35;10;0;5;0;Universitario;Completado;No;Sí;Java;Oracle;Windows;Android;Full-Time;65000;52000;4;4;Heterosexual;201-500;8;8;3
Hombre;33;13;2;2;0;Terciario;Completado;No;No;;MySQL;Windows;Android;Full-Time;44000;36000;2;2;Heterosexual;501-1000;6;7;6
Hombre;29;11;10;8;5;Universitario;Incompleto;No;No;;;Windows;Android;Part-Time;32000;29000;3;2;Heterosexual;101-200;7;8;25
Hombre;26;2;1;1;0;Universitario;En curso;No;Sí;Java, Javascript, SQL;MSSQL;Linux;Android;Full-Time;36000;30100;2;2;Heterosexual;101-200;6;5;40
Hombre;28;5;5;5;0;Universitario;En curso;Sí;Sí;Bash/Shell, C++, HTML, Java, Javascript, Kotlin, PHP, Python, SQL;ElasticSearch, MongoDB, MySQL, Percona Server, PostgreSQL, SQLite;Linux;Android;Full-Time;30000;28000;2;2;Heterosexual;51-100;9;5;3
Hombre;28;0;0;0;0;Universitario;En curso;No;No;HTML, Java, Javascript;;Windows;Android;Full-Time;24000;21000;2;2;Heterosexual;11-50;7;7;7
Hombre;30;11;10;3;3;Terciario;Completado;No;No;.NET, C#, CSS, HTML, Javascript, PHP, SQL;Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, PostgreSQL;Windows;Android;Full-Time;27000;27000;2;1;Heterosexual;1-10;10;10;45
Hombre;38;13;5;5;0;Universitario;Completado;No;No;Cobol;IBM Db2;Windows;iOS;Full-Time;62000;45;3;2;Heterosexual;1001-2000;6;6;27
Hombre;27;0;0;0;0;Universitario;En curso;No;Sí;CSS, HTML, Java, Javascript, PHP, SQL;PostgreSQL;Linux;Android;Full-Time;15000;14000;1;2;Heterosexual;1-10;8;5;30
Hombre;36;14;3;1;3;Universitario;Incompleto;No;Sí;.NET, Javascript;MSSQL;Windows;Android;Full-Time;85000;65000;3;3;Heterosexual;201-500;8;8;4
Hombre;28;8;4;3;0;Universitario;Completado;No;No;.NET, HTML, SQL;MSSQL;Windows;Android;Full-Time;70000;50000;4;3;Heterosexual;1001-2000;8;10;32
Mujer;38;7;0;0;0;Terciario;Incompleto;No;No;CSS, HTML, Javascript;;Linux;iOS;Full-Time;48000;4000;3;2;Heterosexual;101-200;5;5;1
Hombre;26;2;2;2;0;Secundario;Completado;No;No;;;Windows;Android;Full-Time;32707;26707;2;2;Heterosexual;11-50;7;5;35
Hombre;31;12;0;0;0;Universitario;Completado;No;No;;;Windows;Android;Full-Time;43000;37000;4;3;Heterosexual;5001-10000;10;10;3
Hombre;29;8;3;2;3;Posgrado;Incompleto;No;No;Java, SQL;MSSQL, MySQL;Linux;Android;Full-Time;77000;55500;3;2;Heterosexual;11-50;8;9;10
Hombre;35;10;10;2;3;Terciario;Completado;No;No;.NET, C#, CSS;IBM Db2, Oracle;Windows;Android;Full-Time;55;45;4;4;Heterosexual;5001-10000;10;10;40
Hombre;27;9;9;8;0;Universitario;Incompleto;No;Sí;Assembler, C++;MSSQL, PostgreSQL;Windows;Android;Full-Time;23000;19000;3;2;Heterosexual;11-50;9;10;30
Hombre;23;2;2;2;0;Secundario;Completado;No;No;;;Windows;iOS;Full-Time;24000;21000;2;1;Heterosexual;201-500;4;8;20
Hombre;30;8;2;2;0;Secundario;Completado;No;No;;MSSQL, MySQL;Windows;Android;Full-Time;73000;55000;4;3;Heterosexual;101-200;9;8;40
Hombre;42;24;7;3;13;Universitario;Incompleto;No;Sí;ABAP, Bash/Shell, C, Java, SQL, Natural;Oracle, HANA, ADABAS;Windows;Android;Full-Time;133200;88160;2;2;Heterosexual;2001-5000;7;7;25
Hombre;29;5;5;1;0;Universitario;En curso;No;Sí;Java, SQL;Oracle;Windows;Android;Full-Time;55200;44000;3;2;Heterosexual;501-1000;9;7;40
Hombre;33;9;2;2;0;Universitario;Incompleto;No;No;Cobol-JCL;IBM Db2;Windows;iOS;Full-Time;35000;28400;1;1;Heterosexual;5001-10000;5;7;10
Hombre;32;11;1;11;0;Universitario;Completado;No;No;.NET, C#;MSSQL, MySQL;Windows;iOS;Remoto (empresa de otro país);3450;150000;4;4;Heterosexual;11-50;10;10;2
Hombre;32;10;8;8;2;Terciario;Completado;Sí;No;;MariaDB, MySQL, PostgreSQL;Linux;Android;Full-Time;65000;46000;3;3;Heterosexual;201-500;8;8;8
Hombre;33;11;5;5;0;Universitario;Incompleto;No;No;;;Windows;iOS;Full-Time;40000;33000;2;1;Heterosexual;101-200;7;3;5
Hombre;43;21;4;1;0;Universitario;Completado;No;Sí;Bash/Shell, HTML, Java, Javascript;PostgreSQL;Mac OS X;Android;Full-Time;161000;105000;4;4;Homosexual;101-200;8;10;5
Mujer;33;10;4;4;0;Universitario;En curso;No;No;.NET, C#, VBA;MSSQL;Windows;iOS;Full-Time;65000;51800;3;3;Heterosexual;101-200;8;8;18
Hombre;34;10;10;5;1;Terciario;Completado;No;No;SQL;;Windows;Android;Full-Time;95000;72000;3;3;Heterosexual;11-50;8;8;2
Hombre;28;12;3;3;0;Universitario;Incompleto;No;No;;;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);23181;1855639;1;1;Heterosexual;201-500;5;10;10
Hombre;26;8;1;8;0;Universitario;Completado;Sí;Sí;;;Windows;Android;Full-Time;34000;28000;2;1;Heterosexual;201-500;7;3;15
Hombre;31;7;4;4;0;Secundario;En curso;No;No;;MySQL, Oracle;Windows;iOS;Full-Time;26500;2350;1;1;Heterosexual;2001-5000;4;6;3
Hombre;34;7;0;3;0;Universitario;Incompleto;No;No;CSS, HTML, TypeScript;;Windows;Android;Full-Time;57600;47808;3;2;Heterosexual;201-500;6;6;10
Hombre;25;4;0;0;10;Universitario;En curso;No;Sí;.NET, C#, VBA;ElasticSearch, MSSQL;Windows;Android;Full-Time;52000;43000;3;2;Heterosexual;11-50;8;10;-1
Mujer;38;5;5;0;0;Terciario;Completado;No;No;SQL, Cobol;;Windows;Android;Full-Time;35000;29000;2;2;Heterosexual;10001+;9;10;3
Hombre;28;0;0;0;0;Terciario;Incompleto;No;Sí;Javascript;MSSQL;Windows;Android;Full-Time;24000;22000;1;2;Heterosexual;101-200;7;8;7
Hombre;39;13;13;10;0;Universitario;Incompleto;No;No;ABAP, SQL, XML;Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, HANA;Windows;Android;Full-Time;64000;51000;3;3;Homosexual;1001-2000;7;8;3
Hombre;24;4;4;4;0;Universitario;Incompleto;No;Sí;;MySQL;Windows;Windows;Full-Time;26000;21500;1;2;Bisexual o queer;5001-10000;3;6;15
Hombre;33;9;7;7;0;Universitario;Completado;No;No;;MSSQL;Windows;Android;Full-Time;34000;29500;3;3;Heterosexual;10001+;7;10;2
Hombre;24;4;3;3;0;Terciario;Completado;No;No;.NET, C++, C#, CSS, HTML, Java, Javascript, SQL;MySQL, PostgreSQL;Windows;Android;Full-Time;27000;26000;1;2;Heterosexual;1-10;5;6;12
Mujer;26;3;2;2;0;Universitario;En curso;No;No;SQL;MSSQL;Windows;Android;Part-Time;25000;22000;3;3;Heterosexual;1-10;10;10;4
Hombre;26;1;0;0;0;Terciario;Completado;No;No;CSS, HTML;;Windows;Android;Full-Time;28094;25000;2;1;Heterosexual;10001+;8;10;15
Hombre;27;3;4;3;2;Secundario;Completado;No;Sí;CSS, HTML, Javascript, TypeScript;;Mac OS X;Android;Full-Time;34100;28303;1;1;Heterosexual;201-500;3;5;16
Hombre;27;8;4;3;0;Universitario;Incompleto;No;Sí;Bash/Shell, Python, Ruby, SQL;Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MySQL, PostgreSQL, Redis, SQLite;Mac OS X;Android;Full-Time;60000;49000;3;2;Heterosexual;51-100;7;6;3
Hombre;33;15;2;2;0;Universitario;En curso;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;Amazon RDS/Aurora, MSSQL, MySQL, PostgreSQL;Windows;Android;Full-Time;40000;34000;2;2;Heterosexual;101-200;6;8;2
Mujer;35;10;45;45;0;Universitario;Completado;No;No;HTML, Javascript, PHP;MySQL;Linux;Android;Full-Time;60000;47000;2;2;Heterosexual;201-500;3;7;3
Mujer;33;8;5;5;0;Universitario;En curso;No;No;HTML, SQL;MSSQL;Windows;Android;Full-Time;45000;36000;3;2;Heterosexual;2001-5000;7;9;3
Hombre;27;4;4;3;0;Universitario;Incompleto;No;No;SQL;;Windows;iOS;Full-Time;40851;33800;3;2;Heterosexual;10001+;9;9;56
Hombre;28;1;1;1;0;Terciario;Completado;No;Sí;SQL;MSSQL;Windows;Android;Full-Time;33200;27500;3;2;Heterosexual;1001-2000;10;10;9
Hombre;37;18;6;6;0;Universitario;En curso;No;No;CSS, HTML, Javascript, PHP, SQL;MariaDB;Linux;Android;Freelance;95000;80000;3;3;Heterosexual;101-200;8;8;-1
Hombre;28;5;2;2;0;Universitario;Incompleto;No;Sí;Java, Kotlin, SQL;SQLite;Windows;Android;Full-Time;49200;40400;2;2;Heterosexual;10001+;7;8;7
Mujer;28;2;2;2;2;Terciario;En curso;No;No;;;Windows;Android;Full-Time;28632;23050;3;2;Heterosexual;11-50;2;4;25
Hombre;25;5;2;2;0;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, TypeScript;MSSQL;Windows;Android;Full-Time;58000;47600;4;4;;51-100;7;7;22
Hombre;23;3;3;3;0;Terciario;En curso;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;MSSQL, MySQL, SQLite;Windows;iOS;Full-Time;42000;35000;2;2;Heterosexual;11-50;6;6;2
Hombre;25;2;2;2;0;Universitario;En curso;No;No;Python, SQL;Apache Hive, PostgreSQL;Mac OS X;Android;Part-Time;49532;41111;3;4;Heterosexual;51-100;8;8;10
Hombre;32;10;1;3;7;Posgrado;Completado;No;Sí;CSS, HTML, Javascript, PHP, Python, SQL;Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MySQL, PostgreSQL;Mac OS X;Android;Full-Time;195000;110000;4;3;Heterosexual;101-200;9;6;7
Hombre;37;21;13;13;0;Secundario;Completado;No;No;;MSSQL;Windows;Android;Full-Time;58000;50000;3;2;Heterosexual;201-500;5;7;25
Hombre;24;1;1;0;0;Universitario;En curso;No;No;Javascript, Python, SQL;MariaDB, MySQL, PostgreSQL, SQLite;Linux;iOS;Part-Time;26000;21800;3;3;Heterosexual;1001-2000;8;8;20
Hombre;28;5;2;0;2;Universitario;Incompleto;No;Sí;SQL, PL/SQL Oracle;Oracle;Windows;Android;Full-Time;54500;48000;3;2;Heterosexual;51-100;4;4;20
Hombre;28;2;5;2;0;Secundario;Completado;No;No;PHP;PostgreSQL;Linux;Android;Full-Time;41000;32000;2;1;;201-500;7;7;15
Hombre;55;34;3;3;0;Terciario;Completado;No;No;SQL;Oracle, Teradata;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);35000;31741;1;2;Heterosexual;101-200;7;6;4
Mujer;25;3;0;0;0;Universitario;Incompleto;No;No;SQL;Teradata;Windows;Android;Full-Time;49000;40800;4;4;Heterosexual;5001-10000;7;8;10
Hombre;29;8;7;3;2;Universitario;En curso;No;Sí;Java, SQL, Bpel;IBM Db2, MSSQL, Oracle;Windows;Android;Full-Time;53000;44000;3;2;Heterosexual;101-200;7;7;20
Hombre;25;8;1;1;2;Universitario;En curso;No;Sí;.NET, C, C#, HTML, Java, Javascript, Matlab, SQL, TypeScript;MSSQL, MySQL, PostgreSQL, SQLite;Linux;Android;Part-Time;31000;29000;4;3;Heterosexual;11-50;10;10;1
Hombre;26;7;0;0;0;Terciario;Incompleto;No;No;SQL;MSSQL;Windows;Android;Full-Time;27000;25000;3;2;Heterosexual;11-50;8;10;15
Hombre;35;10;4;4;0;Universitario;Completado;Sí;Sí;Python;Apache Hive;Windows;Android;Freelance;100000;100000;2;2;Heterosexual;1-10;5;1;-1
Hombre;29;5;2;2;0;Terciario;Completado;No;Sí;Bash/Shell, CSS, HTML, PHP, Python, SQL;MariaDB, MSSQL, MongoDB, MySQL, Oracle;Windows;Android;Full-Time;33000;28000;3;2;Heterosexual;11-50;9;9;10
Hombre;27;5;1;1;0;Secundario;Completado;No;Sí;Python, SQL;Cassandra, MariaDB, MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Full-Time;63000;59000;4;4;Heterosexual;10001+;10;10;6
Hombre;28;7;0;5;0;Terciario;Completado;No;No;Bash/Shell;MariaDB, MongoDB, MySQL;Linux;iOS;Full-Time;60000;45000;3;2;Heterosexual;11-50;8;8;8
Hombre;24;3;0;0;0;Universitario;En curso;No;No;Java, Javascript, Scala;Cassandra, ElasticSearch, MariaDB;Linux;Android;Full-Time;45000;36600;3;3;Bisexual o queer;2001-5000;8;6;10
Hombre;30;5;2;1;5;Universitario;Incompleto;No;No;Java, Javascript;;Windows;Android;Full-Time;50300;40000;3;2;Heterosexual;501-1000;7;1;20
Hombre;20;0;0;0;3;Secundario;Completado;No;No;;Google Cloud Storage;Windows;Android;Full-Time;14700;123;1;3;Heterosexual;101-200;9;10;4
Mujer;41;12;3;1;4;Universitario;Completado;No;No;HTML, Java, Javascript, SQL, TypeScript;Cassandra, Google Cloud Storage, MongoDB, MySQL, PostgreSQL;Linux;Android;Full-Time;70000;50000;2;2;Heterosexual;51-100;7;7;10
Hombre;26;5;4;4;0;Terciario;Incompleto;No;Sí;CSS, HTML, Javascript, Python;MongoDB, PostgreSQL;Linux;Android;Full-Time;29000;24900;2;2;Heterosexual;51-100;8;6;5
Hombre;24;6;2;5;0;Secundario;Completado;No;No;C, C++, C#, HTML;MSSQL, MySQL;Windows;Android;Full-Time;35000;30300;2;2;Heterosexual;501-1000;5;2;20
Hombre;51;30;11;11;15;Posgrado;Incompleto;No;No;;MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL;Windows;Android;Full-Time;55000;45000;1;1;Heterosexual;201-500;7;7;3
Hombre;36;13;4;4;1;Universitario;En curso;No;No;Java, Javascript, PHP, SQL;Amazon RDS/Aurora, MariaDB, MySQL;Linux;Android;Full-Time;90000;63000;2;1;;11-50;1;10;13
Hombre;43;10;6;6;0;Universitario;Incompleto;Sí;No;CSS, HTML;;Windows;Android;Full-Time;77152;6227094;3;2;Heterosexual;2001-5000;7;8;3
Hombre;28;3;0;3;0;Terciario;Completado;No;No;SQL;Teradata ;Windows;iOS;Tercerizado (trabajo a través de consultora o agencia);36000;30000;2;1;Heterosexual;101-200;6;6;8
Hombre;29;7;0;0;0;Terciario;En curso;No;No;Bash/Shell, C#, HTML, Python, SQL;Oracle, SQLite;Windows;Android;Full-Time;40000;33000;3;4;Heterosexual;11-50;7;7;3
Hombre;36;8;7;2;4;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;65500;54000;3;2;Heterosexual;501-1000;7;8;25
Mujer;34;12;1;10;0;Terciario;Incompleto;No;Sí;Python, SQL;;Windows;Android;Full-Time;39500;3200;3;2;Heterosexual;1-10;7;1;68
Hombre;32;10;4;4;0;Secundario;Completado;No;No;;;Linux;Android;Full-Time;29200;24236;2;2;Heterosexual;501-1000;8;8;8
Hombre;27;5;1;1;0;Universitario;Completado;No;No;.NET, C#, CSS, HTML, Javascript, SQL;MSSQL;Windows;Android;Full-Time;48000;42000;2;2;Heterosexual;501-1000;5;10;13
Hombre;50;28;0;10;1;Universitario;Completado;No;Sí;Bash/Shell, CSS, HTML, Javascript, PHP, SQL;Amazon DynamoDB, MongoDB, MySQL;Windows;Android;Full-Time;45000;37500;2;2;Heterosexual;11-50;10;10;50
Hombre;37;5;1;1;0;Secundario;Incompleto;No;No;;MSSQL, MySQL;Windows;Android;Full-Time;29900;24900;1;1;Heterosexual;11-50;5;5;5
Hombre;34;18;0;0;0;Secundario;Completado;No;Sí;;Amazon DynamoDB, Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MySQL, PostgreSQL;Windows;iOS;Full-Time;78000;62000;3;2;;2001-5000;8;9;20
Hombre;27;4;1;1;0;Terciario;Completado;No;Sí;.NET, C#, CSS, HTML, Javascript, SQL, TypeScript;Amazon RDS/Aurora, MSSQL;Windows;iOS;Full-Time;53000;42000;3;3;Heterosexual;101-200;7;7;4
Hombre;45;25;9;9;0;Terciario;Completado;No;No;;;Windows;Android;Full-Time;32465;26700;2;2;Heterosexual;10001+;5;5;1
Hombre;34;15;3;3;8;Terciario;Incompleto;No;No;;;Windows;Android;Full-Time;41000;34000;3;3;Heterosexual;201-500;9;10;20
Hombre;29;4;3;3;0;Universitario;Completado;No;No;Javascript, PHP;MariaDB;Linux;Android;Full-Time;38500;32000;3;3;Heterosexual;201-500;8;3;12
Hombre;22;4;0;0;0;Universitario;En curso;No;Sí;.NET, C#, CSS, HTML, Java, Javascript, PHP, Python, SQL, Oracle APEX;MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);32000;27000;3;3;Ya dejense de joder;11-50;6;1;10
Hombre;33;1;1;1;0;Universitario;Incompleto;No;No;Java, SQL;Oracle;Windows;Android;Full-Time;38000;31500;3;3;Heterosexual;101-200;8;5;6
Hombre;26;3;3;3;0;Secundario;Completado;No;No;;;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);3002937;2850137;3;4;Heterosexual;10001+;6;6;4
Hombre;27;8;5;2;0;Universitario;En curso;No;No;.NET, Bash/Shell;;Windows;Android;Full-Time;31000;25000;2;2;Heterosexual;501-1000;7;7;9
Hombre;27;7;3;3;0;Secundario;Completado;No;No;CSS, HTML, Javascript, PHP, SQL;MongoDB, MySQL;Linux;Android;Full-Time;47000;38400;3;2;Heterosexual;101-200;8;8;22
Hombre;35;16;2;2;0;Universitario;En curso;No;Sí;Python, QlikView;MSSQL, Oracle;Windows;Android;Full-Time;33000;27000;3;3;Heterosexual;11-50;8;10;10
Mujer;27;8;8;0;4;Universitario;En curso;No;Sí;.NET, Bash/Shell, C, C++, CSS, HTML, Javascript, SQL, TypeScript, Pro C , VB;Oracle, SQL Server;Windows;Android;Full-Time;35000;30000;2;2;Heterosexual;5001-10000;8;10;3
Hombre;34;14;4;4;0;Universitario;Completado;Sí;Sí;HTML, Java, Javascript, Python, Scala, SQL;Amazon DynamoDB, MongoDB, MySQL, Oracle, PostgreSQL, Redis;Linux;Android;Full-Time;80000;60000;1;1;Heterosexual;501-1000;1;1;50
Hombre;36;16;13;4;5;Terciario;Completado;No;No;SQL;Amazon DynamoDB, Amazon RDS/Aurora, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL, Oracle, Percona XtraBackup, Percona XtraDB Cluster, Percona Server, PostgreSQL, ProxySQL, Redis, SQLite;Mac OS X;Android;Full-Time;133000;92000;3;2;Heterosexual;5001-10000;7;7;5
Hombre;27;1;1;1;0;Universitario;En curso;No;Sí;.NET, C#, HTML, Javascript, SQL;Oracle;Windows;Android;Full-Time;26000;22000;2;2;Heterosexual;10001+;8;7;45
Hombre;21;2;2;2;2;Universitario;En curso;No;No;C#, Blue Prism;;Windows;Android;Full-Time;43000;37000;4;4;Heterosexual;10001+;9;8;4
Hombre;31;12;12;5;0;Terciario;Completado;No;No;Bash/Shell, HTML, PHP, SQL, VBA;MSSQL, MySQL, PostgreSQL;Windows;Android;Full-Time;40000;33000;2;2;Heterosexual;1-10;4;4;35
Hombre;40;16;1;5;5;Universitario;Incompleto;No;Sí;Javascript, PHP;ElasticSearch, MongoDB, Oracle, Redis;Linux;Android;Full-Time;75000;60000;2;2;Heterosexual;201-500;7;8;6
Mujer;32;14;0;0;0;Universitario;Completado;No;No;C#, CSS, HTML, Java, Javascript, Swift;PostgreSQL;Mac OS X;Android;Full-Time;65468;51187;4;4;Heterosexual;11-50;10;9;4
Hombre;26;6;2;2;0;Universitario;Incompleto;No;Sí;Java, PHP;MySQL;Linux;Android;Full-Time;45000;;1;1;Homosexual;11-50;3;1;50
Hombre;35;12;12;1;20;Secundario;Completado;No;No;;;Windows;Android;Full-Time;90000;67000;3;2;Heterosexual;1001-2000;6;5;22
Hombre;22;2;1;2;0;Universitario;En curso;No;Sí;.NET, C#, Javascript, SQL;MSSQL;Windows;Android;Full-Time;22500;19000;1;1;Heterosexual;11-50;7;6;12
Hombre;24;5;4;4;0;Secundario;Completado;No;No;;;Windows;iOS;Full-Time;39000;33500;3;2;Heterosexual;201-500;7;5;12
Mujer;28;5;0;0;0;Universitario;Completado;No;No;CSS, HTML, PHP, Python, Swift;MySQL, PostgreSQL;Mac OS X;iOS;Full-Time;45000;37000;3;2;Heterosexual;1-10;10;10;7
Hombre;24;5;4;4;0;Terciario;En curso;No;Sí;ActionScript, Bash/Shell, C++, C#, PHP, Python, SQL;Apache HBase, ElasticSearch, MySQL, Oracle, PostgreSQL;Linux;Android;Full-Time;60000;50800;4;3;Bisexual o queer;5001-10000;7;10;6
Hombre;24;2;2;2;0;Universitario;En curso;No;Sí;Java, Python, Scala;Amazon Redshift, Amazon RDS/Aurora, ElasticSearch;Mac OS X;Android;Full-Time;50000;39000;2;1;Heterosexual;5001-10000;6;10;14
Hombre;27;4;4;4;0;Terciario;En curso;No;Sí;Java;Oracle;Windows;Android;Full-Time;66000;52000;3;4;Heterosexual;51-100;7;9;5
Hombre;16;4;4;4;0;Universitario;En curso;No;Sí;Java;Oracle;Windows;iOS;Part-Time;42000;35000;2;2;Heterosexual;51-100;7;9;10
Hombre;25;1;1;1;0;Universitario;En curso;No;Sí;Java, Python, Scala, SQL;Cassandra, MariaDB, MySQL;Mac OS X;Android;Full-Time;39459;32750;4;2;Heterosexual;1001-2000;10;8;40
Hombre;28;3;6;3;0;Secundario;Completado;Sí;Sí;Bash/Shell;;Linux;Android;Full-Time;32000;28000;3;1;Heterosexual;51-100;7;9;30
Hombre;40;7;2;1;0;Terciario;Incompleto;No;Sí;CSS, HTML, Javascript;MongoDB;Mac OS X;Android;Full-Time;45000;37000;2;2;Heterosexual;201-500;4;5;3
Hombre;26;7;1;1;0;Terciario;Completado;No;No;SQL, VBA;MSSQL;Windows;Android;Full-Time;35000;29000;3;2;Heterosexual;10001+;6;10;20
Hombre;26;1;1;0;10;Universitario;En curso;No;No;;;Windows;Android;Full-Time;23000;18500;3;4;Heterosexual;1001-2000;10;10;20
Mujer;33;8;7;7;0;Universitario;Completado;No;No;;;Windows;iOS;Full-Time;38500;;3;1;Heterosexual;51-100;8;6;15
Mujer;35;4;3;1;0;Universitario;En curso;No;Sí;CSS, HTML, Javascript, PHP;MySQL;Linux;Android;Full-Time;32500;41000;2;2;Heterosexual;51-100;6;6;4
Hombre;25;2;0;0;0;Universitario;En curso;No;No;Java, SQL;ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis;Linux;Android;Full-Time;52000;41000;4;3;Heterosexual;51-100;8;7;2
Hombre;42;20;9;9;0;Universitario;Completado;Sí;Sí;Assembler, Bash/Shell, C, Javascript, Perl, PHP, Python, SQL;MSSQL, MySQL, Oracle, SQLite;Linux;Android;Full-Time;63000;50000;3;2;Heterosexual;1001-2000;5;5;12
Hombre;24;0;0;0;0;Universitario;Completado;No;Sí;CSS, HTML, Javascript, PHP, SQL;MySQL, PostgreSQL;Linux;Android;Full-Time;37420;33000;3;3;Heterosexual;51-100;8;10;3
Hombre;30;2;2;1;0;Universitario;En curso;Sí;Sí;.NET, SQL, VBA;MSSQL;Windows;Android;Full-Time;32000;26700;3;3;Heterosexual;51-100;4;8;25
Mujer;29;1;1;1;0;Universitario;En curso;No;No;.NET, C#;;Linux;Android;Tercerizado (trabajo a través de consultora o agencia);23868;23868;3;3;Heterosexual;10001+;9;8;4
Otros;25;5;0;0;0;Terciario;Completado;No;Sí;.NET, Bash/Shell, C#, CSS, HTML, Java, VBA;MySQL, ProxySQL;Windows;iOS;Tercerizado (trabajo a través de consultora o agencia);21072;17750;2;2;Pansexual Queer;501-1000;7;4;9
Hombre;32;14;14;14;0;Secundario;Completado;No;No;SQL;MSSQL, MySQL;Windows;Android;Full-Time;49000;42000;3;3;Heterosexual;1-10;8;10;30
Mujer;35;2;2;2;0;Terciario;Completado;No;No;Bash/Shell, HTML, Python;MariaDB, MSSQL, MySQL;Linux;Android;Full-Time;25000;20990;2;2;Bisexual o queer;11-50;7;10;8
Otros;23;0;0;0;0;Terciario;En curso;No;Sí;HTML, Javascript, SQL, VB6;MSSQL;Windows;No tengo celular / no es Smartphone;Full-Time;18000;18000;2;1;Bisexual o queer;11-50;5;8;7
Hombre;56;38;6;6;46;Secundario;Completado;Sí;No;C++, PHP, SQL;Apache HBase, MSSQL, MySQL;Windows;Android;Full-Time;35000;33000;2;2;Heterosexual;11-50;7;7;5
Hombre;31;10;5;3;1;Universitario;Incompleto;No;Sí;.NET, C#, R, Scala, SQL;Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL;Mac OS X;Android;Full-Time;70000;52000;2;2;Heterosexual;11-50;7;7;20
Hombre;23;2;2;2;0;Universitario;En curso;No;No;.NET, C#, CSS, HTML, Javascript, SQL, VBA;Microsoft Azure (Tables, CosmosDB, SQL, etc);Windows;Android;Full-Time;27500;23500;3;2;Heterosexual;201-500;8;8;4
Hombre;36;15;10;3;5;Terciario;Incompleto;No;Sí;Bash/Shell, Go, Java, Javascript, PHP, Python, SQL;Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Apache Hive, ElasticSearch, Google Cloud Storage, MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, MongoDB, MySQL, PostgreSQL, Redis, SQLite;Linux;Android;Full-Time;85000;67;3;2;Heterosexual;51-100;7;7;38
Mujer;31;2;2;2;0;Universitario;En curso;Sí;No;;;Windows;Android;Tercerizado (trabajo a través de consultora o agencia);29400;27400;1;1;Heterosexual;1001-2000;5;1;5
Hombre;37;15;5;1;0;Universitario;En curso;No;No;;MySQL;Windows;Android;Full-Time;68000;52000;4;1;Heterosexual;501-1000;7;8;4
